run,scale,mse
7868,109.483493742,1.60614722393
7864,109.483493742,1.60614722393
7872,109.483493742,1.60614722393
7858,109.483493742,1.60614722393
7855,109.483493742,1.60614722393
7854,109.483493742,1.60614722393
7853,109.483493742,1.60614722393
7852,109.483493742,1.60614722393
7847,109.483493742,1.60614722393
7846,109.483493742,1.60614722393
7842,109.483493742,1.60614722393
7859,109.483493742,1.60614722393
7834,109.502578946,1.60656166411
7839,109.511768489,1.60676322947
2193,99.8811792154,1.60773145095
12881,84.2419729966,1.61056663698
7863,109.725582628,1.61070708039
10745,122.740163566,1.6118838589
7042,84.5774594673,1.61228240749
12913,79.4440042902,1.61247354326
172,86.2359497806,1.61295063108
7837,109.464857768,1.61570423592
197,91.211491077,1.62070434277
3909,43.4631351078,1.6222333669
7838,109.269688685,1.62529970871
9354,127.855401799,1.62822912318
12879,83.754813587,1.62915067194
7835,110.584040958,1.63273513321
12877,83.1820796196,1.63332335263
12914,84.2857785497,1.63791045822
12895,84.2465812344,1.63796865825
12883,84.2550669536,1.63839474143
12912,84.2481603646,1.63850342894
12911,84.2481603646,1.63850342894
12886,84.2481603646,1.63850342894
12909,84.2481603646,1.63850342894
12908,84.2481603646,1.63850342894
12905,84.2481603646,1.63850342894
12890,84.2481603646,1.63850342894
12899,84.2481603646,1.63850342894
12898,84.2481603646,1.63850342894
12896,84.2481603646,1.63850342894
12904,84.2481603646,1.63850342894
12903,84.2481603646,1.63850342894
12902,84.2481603646,1.63850342894
12897,84.2481603646,1.63850342894
12891,84.2481603646,1.63850342894
12875,84.2481603646,1.63850342894
12878,83.712733644,1.63851055559
12882,84.2481950363,1.63854545757
7012,93.2936813131,1.64180124276
177,90.5017759037,1.64547795267
9641,123.392769811,1.64608598686
2126,49.4627309201,1.64705144627
449,71.3359430974,1.64756905268
54,49.6069161667,1.65282525038
3900,38.8460046398,1.65339026269
7021,94.8533310346,1.65700361925
67,49.9843753438,1.65793903185
13439,181.968088708,1.66230313307
7844,109.418821814,1.66764059058
80,48.1291398762,1.66996478759
12655,108.832849077,1.67713034192
6477,82.1199081652,1.68012465391
10023,129.623350289,1.6812606221
10017,126.201209426,1.68151583391
7071,114.671906643,1.68204856599
12907,77.0693689428,1.68216249052
12888,84.1053253447,1.68278916786
10036,122.110738462,1.68498611495
11565,95.4602930251,1.68650454253
3067,187.938335345,1.69052223302
12876,72.5708503758,1.69331088001
55,49.7484382841,1.70062313609
166,80.0313058128,1.70199864044
10031,125.002397556,1.70210446617
7938,341.378980383,1.70432407747
9649,122.795068944,1.70512186579
2108,49.6800792107,1.707875857
416,64.155607798,1.70838079448
9661,124.183718126,1.71084953761
7849,109.187459151,1.71570240167
5083,51.3693182211,1.71750353499
66,49.9035745378,1.72114515271
2855,217.306764295,1.72470778792
3913,43.7147789869,1.73165128678
13897,73.3309588215,1.73276171352
48,49.9459205249,1.73287516392
60,49.9460073589,1.73294756477
57,49.9458499581,1.73295293372
62,49.9458499581,1.73295293372
63,49.9458499581,1.73295293372
64,49.9458499581,1.73295293372
65,49.9458499581,1.73295293372
68,49.9458499581,1.73295293372
70,49.9458499581,1.73295293372
78,49.9458499581,1.73295293372
71,49.9458499581,1.73295293372
77,49.9458499581,1.73295293372
75,49.9458499581,1.73295293372
82,49.9458499581,1.73295293372
56,49.9458499581,1.73295293372
69,49.9458499581,1.73295293372
74,49.9458499581,1.73295293372
52,49.9458499581,1.73295293372
49,49.9469335859,1.73298083516
61,49.9463492796,1.73308046332
47,49.9441316845,1.73441861695
45,49.9880688997,1.73540624764
72,49.8626342348,1.73895879226
11569,107.810705677,1.74155381899
44,50.1070992882,1.7446712786
1768,71.4639301062,1.74635780621
178,85.5086993363,1.74825452735
9186,157.9710039,1.75655703417
418,68.2927517439,1.75691278158
13885,65.1648707988,1.75694153173
12332,65.6048958138,1.75803107731
13878,65.1565876749,1.76093452622
8340,109.227216242,1.76106290713
12587,107.69892386,1.76152716766
13890,64.2173415247,1.7620574349
13868,67.1248730435,1.76398740599
450,65.7863435958,1.76664952995
13862,65.3426176648,1.7672342758
13867,65.193835031,1.76740760113
13896,65.168143469,1.76753684919
13895,65.168143469,1.76753684919
13882,65.168143469,1.76753684919
13886,65.168143469,1.76753684919
13887,65.168143469,1.76753684919
13881,65.168143469,1.76753684919
13888,65.168143469,1.76753684919
13889,65.168143469,1.76753684919
13880,65.168143469,1.76753684919
13883,65.168143469,1.76753684919
13893,65.168143469,1.76753684919
13892,65.168143469,1.76753684919
13875,65.168143469,1.76753684919
13870,65.168143469,1.76753684919
13859,65.168143469,1.76753684919
13874,65.168143469,1.76753684919
13872,65.1640197714,1.76812056861
13866,65.1659980505,1.7681597866
13865,65.1682942599,1.76850502857
8935,64.4437718041,1.77026523969
13869,65.3334158832,1.77048389331
9673,122.873346723,1.77151930804
3905,37.7833101453,1.77786964471
9225,69.0553417101,1.77870957606
12915,141.22076017,1.77892105138
13879,65.182478544,1.77931713223
13898,64.3959596763,1.78024986624
9666,118.201251729,1.78305279049
2854,217.502255926,1.78500586871
10364,118.101387401,1.78519642594
425,68.2658457833,1.7855826852
13863,65.6015859793,1.78692621526
9652,121.765923259,1.79429825683
11874,59.7881318299,1.79692378712
9670,121.726295221,1.79929264633
191,84.1145567707,1.80063817647
12901,84.3429820754,1.8024805954
9653,121.6798107,1.80276459089
3619,68.5297360641,1.80312650956
11646,91.4266801669,1.80684189905
13891,66.7591565676,1.80716105992
13529,194.065277398,1.80930059962
9664,121.639191478,1.81061277086
9651,121.639191478,1.81061277086
9650,121.639191478,1.81061277086
9646,121.639191478,1.81061277086
9665,121.639191478,1.81061277086
9657,121.639191478,1.81061277086
9656,121.639191478,1.81061277086
9658,121.639191478,1.81061277086
9662,121.639191478,1.81061277086
9676,121.639191478,1.81061277086
9663,121.639191478,1.81061277086
9659,121.639191478,1.81061277086
9672,121.639191478,1.81061277086
9671,121.639191478,1.81061277086
9669,121.639191478,1.81061277086
9668,121.639191478,1.81061277086
9642,121.639197362,1.81062397114
9639,121.706342857,1.8126247138
9655,121.618676367,1.814378189
9660,121.611952079,1.81780966839
10222,115.920449212,1.81811355388
9644,122.635949371,1.82301305831
7587,40.6263812461,1.82681730451
6176,101.709909857,1.83303075587
437,68.1545198291,1.83487803578
8713,38.0937122663,1.83529411019
13119,133.754005223,1.83897409157
7616,39.7737416184,1.83974977529
7594,36.2114115511,1.84460387529
9643,123.34854576,1.84841960311
429,68.127604315,1.84988448564
2179,100.736535556,1.85069022614
11851,62.7412409034,1.85563388484
415,68.0810151033,1.85666474592
411,68.1128741333,1.85786299509
422,68.1128741333,1.85786299509
448,68.1128741333,1.85786299509
427,68.1128741333,1.85786299509
426,68.1128741333,1.85786299509
440,68.1128741333,1.85786299509
444,68.1128741333,1.85786299509
445,68.1128741333,1.85786299509
439,68.1128741333,1.85786299509
438,68.1128741333,1.85786299509
447,68.1128741333,1.85786299509
435,68.1128741333,1.85786299509
432,68.1128741333,1.85786299509
441,68.1128741333,1.85786299509
433,68.1128741333,1.85786299509
434,68.1128741333,1.85786299509
419,68.1246467233,1.85831029738
417,68.1161715483,1.85835018501
13960,151.696479005,1.86220646259
436,71.9161486627,1.86224179627
9637,118.128527109,1.86248135237
9648,123.410952363,1.86270127389
7085,123.263941229,1.86432008502
414,68.3080812895,1.86463726717
9647,121.070483591,1.8681297522
204,101.2374216,1.86961793391
6441,127.057302153,1.87705831943
1788,82.7520314214,1.87845336605
9638,124.287532079,1.87862800638
9636,122.12424781,1.8814678423
7020,73.9881362516,1.88608324068
11577,100.704682295,1.88638041774
428,68.037666114,1.88885072236
7926,325.498153747,1.89051964775
10221,128.81461832,1.89278126756
50,53.0905804528,1.89671745369
11867,60.0653657843,1.90091629791
10769,130.151987317,1.90374384639
10762,130.15261617,1.90539072021
11869,61.6181912346,1.9054675373
10240,110.188668567,1.90739880295
446,67.984199643,1.91115830262
7036,77.0938380815,1.91288017349
6449,130.896736496,1.91305243589
1724,147.976150301,1.91647656024
11884,61.6151130406,1.91767710419
1420,73.852929665,1.91807943848
430,68.017205362,1.92013426719
13871,64.8464446487,1.9204529517
7028,77.0249019913,1.92059765457
11858,60.8933900258,1.9233467962
11853,61.1100822933,1.92536312737
1801,88.0149428575,1.93310337036
11310,118.029250636,1.93549310289
3553,91.2554937183,1.93572429208
7591,38.4342785559,1.93578321471
11856,61.6151612895,1.93715781174
11873,61.615127334,1.93735735916
11872,61.615127334,1.93735735916
11876,61.615127334,1.93735735916
11860,61.615127334,1.93735735916
11878,61.615127334,1.93735735916
11882,61.615127334,1.93735735916
11883,61.615127334,1.93735735916
11885,61.615127334,1.93735735916
11886,61.615127334,1.93735735916
11870,61.615127334,1.93735735916
11890,61.615127334,1.93735735916
11865,61.615127334,1.93735735916
11864,61.615127334,1.93735735916
11877,61.615127334,1.93735735916
11879,61.615127334,1.93735735916
11871,61.615127334,1.93735735916
11857,61.6100758991,1.93872397451
12880,70.2884048783,1.94103668445
11852,61.6593695223,1.94380433238
7023,77.2442081433,1.94594189852
3537,95.8452633172,1.94680556371
1408,76.6673735684,1.94697140671
6171,99.105591266,1.94878114024
7464,189.372289561,1.95052076755
6450,131.386233489,1.95168212674
3933,35.6292638368,1.9560127737
3926,39.0720606786,1.95648801534
6451,131.085387185,1.95665754832
1742,127.948960684,1.95668730843
11880,62.2761399544,1.95713362779
3536,87.2522937349,1.95978196494
7599,37.9479658966,1.96060435388
6445,130.850463167,1.9645040458
3907,42.8617696714,1.96580551635
3245,93.8534142526,1.96792726594
6454,131.138304909,1.9683665159
6472,131.100538384,1.96852783676
6465,131.04480804,1.9688302291
6467,131.04480804,1.9688302291
6458,131.04480804,1.9688302291
6459,131.04480804,1.9688302291
6460,131.04480804,1.9688302291
6466,131.04480804,1.9688302291
6464,131.04480804,1.9688302291
6478,131.04480804,1.9688302291
6470,131.04480804,1.9688302291
6453,131.04480804,1.9688302291
6471,131.04480804,1.9688302291
6473,131.04480804,1.9688302291
6474,131.04480804,1.9688302291
6452,131.04480804,1.9688302291
6448,131.04480804,1.9688302291
6461,131.04480804,1.9688302291
12664,108.389638232,1.96901870637
10699,74.3976513632,1.97004119042
3274,93.911763848,1.9707846921
3261,93.8639936771,1.97110133601
3260,93.8639936771,1.97110133601
3263,93.8639936771,1.97110133601
3262,93.8639936771,1.97110133601
3254,93.8639936771,1.97110133601
3250,93.8639936771,1.97110133601
3276,93.8639936771,1.97110133601
3275,93.8639936771,1.97110133601
3280,93.8639936771,1.97110133601
3273,93.8639936771,1.97110133601
3255,93.8639936771,1.97110133601
3272,93.8639936771,1.97110133601
3266,93.8639936771,1.97110133601
3267,93.8639936771,1.97110133601
3268,93.8639936771,1.97110133601
3269,93.8639936771,1.97110133601
7050,76.9344710583,1.97118370803
3247,93.9260053811,1.97218076206
6649,113.669628525,1.97282943086
3545,91.591533048,1.97663566805
3253,93.7643843259,1.9781748779
13873,63.6936353625,1.97878795897
3248,93.4720666872,1.98071561548
13083,154.639048611,1.98222526575
7017,77.1546884053,1.98288702979
3265,93.7955529382,1.98293409254
12384,50.2773416053,1.98393995475
11863,61.6304690276,1.98398773276
11683,93.1623336882,1.99141759763
58,50.1621531664,1.99779290638
7620,38.2814449037,1.99832387988
3249,91.7291817503,1.99911368744
424,67.8885858215,1.99938154621
7034,77.3360738224,1.99950491608
7044,77.3360738224,1.99950491608
7032,77.3360738224,1.99950491608
7026,77.3360738224,1.99950491608
7033,77.3360738224,1.99950491608
7035,77.3360738224,1.99950491608
7038,77.3360738224,1.99950491608
7039,77.3360738224,1.99950491608
7040,77.3360738224,1.99950491608
7041,77.3360738224,1.99950491608
7045,77.3360738224,1.99950491608
7047,77.3360738224,1.99950491608
7048,77.3360738224,1.99950491608
7052,77.3360738224,1.99950491608
7027,77.3360738224,1.99950491608
7022,77.3360738224,1.99950491608
6519,44.0078239509,2.00026279958
2190,102.155636768,2.0007446518
7019,77.3532058722,2.00114489049
3259,93.156230174,2.00154934661
7025,77.3124026274,2.00205740387
3242,93.2932744122,2.0022676513
13243,73.8616342699,2.00303608034
12585,153.184399877,2.00446197733
8513,213.233947467,2.00489337412
7055,126.693069054,2.00574288369
3566,89.1524705553,2.00645525832
7029,77.3482212145,2.00805799922
10821,89.8145172728,2.01016909713
3075,101.954967411,2.0106020175
11854,64.5468246218,2.01170720104
7013,77.2269998162,2.01180606895
7014,77.4641290139,2.01385102793
7031,77.342669161,2.01436442261
10692,71.1162242503,2.01682758215
3246,93.8431603488,2.0174392772
3258,93.6349898255,2.01835023454
13943,137.993796549,2.02184748645
7602,38.1221346651,2.02195761228
7015,77.5925454214,2.02500098462
7018,77.3903818715,2.02659041577
7598,37.9938086344,2.02726684232
7589,37.9464755906,2.02891656268
2187,101.939096462,2.02944599881
12238,148.956143035,2.03215683374
1400,100.67684874,2.03313348377
7592,38.0439013094,2.03706895073
7605,38.046293386,2.03708040212
7612,38.0432704679,2.03720106608
7614,38.0432704679,2.03720106608
7613,38.0432704679,2.03720106608
7615,38.0432704679,2.03720106608
7609,38.0432704679,2.03720106608
7626,38.0432704679,2.03720106608
7619,38.0432704679,2.03720106608
7621,38.0432704679,2.03720106608
7608,38.0432704679,2.03720106608
7622,38.0432704679,2.03720106608
7607,38.0432704679,2.03720106608
7606,38.0432704679,2.03720106608
7601,38.0432704679,2.03720106608
7600,38.0432704679,2.03720106608
7596,38.0432704679,2.03720106608
7618,38.0432704679,2.03720106608
7593,38.0455165406,2.03751262936
7588,37.8609866916,2.0411558446
3243,95.1792753414,2.04356118608
13961,151.50107806,2.04670617884
1743,129.53176562,2.04795626801
10045,73.5714022747,2.05005834415
13877,65.2416934671,2.05036736025
1765,84.1542625825,2.05038153225
7624,38.1569561477,2.0529732914
1772,76.6329252226,2.0576167617
7603,37.9072221696,2.05775581519
10223,115.419794718,2.0645006881
1099,139.56705473,2.06455590823
13445,165.691450674,2.06484845015
2182,100.220177676,2.06623014528
3279,96.0649768926,2.06704076932
1781,80.008026528,2.06772274089
2204,103.008158587,2.06775583751
10796,69.3594670484,2.06862726546
13951,153.10640255,2.06998228296
11888,66.6723133222,2.07051637325
1789,80.1963479339,2.07092779026
3531,90.7277324587,2.07373915138
13981,156.580456033,2.07409788436
13110,174.50593863,2.07588389957
6663,108.639239066,2.07629991585
6668,108.636012616,2.07649422156
6446,135.932024265,2.07748168692
13945,150.241547687,2.07806779129
13958,151.695501996,2.08018215078
6439,127.899996912,2.08075802667
10226,114.289625397,2.08100685389
13947,151.710343632,2.08214481502
13977,151.704047696,2.08228373358
13975,151.704047696,2.08228373358
13974,151.704047696,2.08228373358
13941,151.704047696,2.08228373358
13971,151.704047696,2.08228373358
13978,151.704047696,2.08228373358
13956,151.704047696,2.08228373358
13965,151.704047696,2.08228373358
13957,151.704047696,2.08228373358
13962,151.704047696,2.08228373358
13963,151.704047696,2.08228373358
13964,151.704047696,2.08228373358
13952,151.704047696,2.08228373358
13968,151.704047696,2.08228373358
13969,151.704047696,2.08228373358
13970,151.704047696,2.08228373358
13949,151.711595813,2.08228625487
13980,151.822915578,2.08232326944
13959,151.704359527,2.08240327585
7726,55.3020577082,2.08311395466
7918,165.106949757,2.08383524323
13117,265.961535067,2.08546486577
10800,68.4717218378,2.08555907074
3547,91.885097775,2.08591433617
10216,114.942733497,2.08611265691
10781,95.2328560493,2.09187973929
10212,113.272440779,2.09231245093
4583,118.079009069,2.09576624952
10793,73.472519484,2.09669805776
13955,151.879414628,2.09772468648
13085,172.229976118,2.09832793498
10217,113.857746698,2.09848013951
13967,151.756550442,2.09867454336
10213,113.846933961,2.09892896294
5420,96.5637211677,2.1004325552
10214,78.0156255701,2.10044889459
3047,178.99917182,2.10082460473
1407,77.5926036056,2.10167351385
13081,174.144947108,2.10330106019
10227,114.806867356,2.10342328397
1202,107.078093937,2.10360529377
7024,77.8727164443,2.10420728966
6455,130.054519728,2.10460993617
2186,103.464076308,2.10462195928
10784,71.9083722356,2.10543156522
13414,154.425908627,2.10627199521
4798,156.416275791,2.10647899174
13944,143.800463804,2.109212866
2181,101.459502563,2.10960481565
2206,103.312879095,2.10982493198
2214,103.312879095,2.10982493198
2203,103.312879095,2.10982493198
2202,103.312879095,2.10982493198
2201,103.312879095,2.10982493198
2200,103.312879095,2.10982493198
2207,103.312879095,2.10982493198
2210,103.312879095,2.10982493198
2209,103.312879095,2.10982493198
2196,103.312879095,2.10982493198
2195,103.312879095,2.10982493198
2194,103.312879095,2.10982493198
2189,103.312879095,2.10982493198
2188,103.312879095,2.10982493198
2184,103.312879095,2.10982493198
2197,103.312879095,2.10982493198
2180,103.31357864,2.11041756538
10220,115.189885071,2.11181186891
10238,115.189885071,2.11181186891
10237,115.189885071,2.11181186891
10246,115.189885071,2.11181186891
10232,115.189885071,2.11181186891
10236,115.189885071,2.11181186891
10233,115.189885071,2.11181186891
10242,115.189885071,2.11181186891
10231,115.189885071,2.11181186891
10250,115.189885071,2.11181186891
10224,115.189885071,2.11181186891
10239,115.189885071,2.11181186891
10225,115.189885071,2.11181186891
10243,115.189885071,2.11181186891
10230,115.189885071,2.11181186891
10245,115.189885071,2.11181186891
7079,115.707769603,2.11195108293
420,73.724978505,2.11200040414
2177,103.083939484,2.11288907325
5439,96.4750765297,2.11289761851
2191,103.343134249,2.11423524405
10244,115.296349051,2.11653401006
13411,154.220489967,2.11728430478
13442,150.471262332,2.11885127755
9456,38.4520386514,2.1189386587
13950,149.936205619,2.11906310492
10913,96.2101899375,2.11932627106
13118,167.482353445,2.12015976537
6440,133.180756158,2.12145346947
13413,155.23542649,2.12177544725
3559,92.2510608368,2.12230317288
13443,155.245724458,2.12254700549
13448,155.245724458,2.12254700549
13418,155.245724458,2.12254700549
13444,155.245724458,2.12254700549
13422,155.245724458,2.12254700549
13428,155.245724458,2.12254700549
13440,155.245724458,2.12254700549
13429,155.245724458,2.12254700549
13423,155.245724458,2.12254700549
13436,155.245724458,2.12254700549
13435,155.245724458,2.12254700549
13434,155.245724458,2.12254700549
13431,155.245724458,2.12254700549
13430,155.245724458,2.12254700549
13441,155.245724458,2.12254700549
13437,155.245724458,2.12254700549
13426,155.255923779,2.1225685422
13415,155.341463597,2.12317725707
7059,115.710994165,2.12328432677
7072,115.710790333,2.1234143265
7053,115.710981867,2.12345173469
7090,115.710981867,2.12345173469
7089,115.710981867,2.12345173469
